CarID,Make,Model,Year,VIN,LicensePlate,Color,LeaseStartDate,LeaseEndDate,MonthlyLeaseRate,LeaseStatus,OdometerReading,MaintenanceDueDate,LesseeID,InsurancePolicyNumber,InsuranceExpiryDate,RegistrationExpiryDate,PurchaseDate,PurchasePrice,DepreciationRate,CurrentValue,LeaseDeposit,LeaseTerminationFee,ServiceHistory,DamageHistory,CustomFeatures,LocationID,FleetID,Notes
310,Audi,Civic,2023,E0AF937ESGF64992,FLI558,Yellow,4/7/2021,7/13/2023,360,Ended,7003,6/26/2024,4343,POLICY018,4/19/2017,3/5/2019,7/21/2021,18200,0.16,12100,1070,900,Tire rotation,,Sunroof,7561,3,
311,Mercedes-Benz,Altima,2018,R5BF890SJLZ15425,PKO396,Orange,8/4/2018,4/10/2020,670,Ended,8387,7/4/2024,3003,POLICY562,1/28/2021,2/21/2022,6/19/2022,24400,0.24,10600,1440,2190,AC system overhaul,,,2063,5,
312,Mercedes-Benz,A4,2023,F4EX369FDTB06910,RSI682,Silver,11/23/2022,12/27/2022,510,Pending,9704,12/13/2024,9225,POLICY788,4/7/2017,5/12/2017,9/3/2020,24300,0.3,16600,840,3780,Oil change,,,7137,5,
313,Toyota,Corolla,2017,Y9RR753CRVP98424,IUU089,White,5/30/2023,12/7/2023,350,Pending,2157,9/2/2024,8909,POLICY912,7/14/2022,3/26/2021,10/20/2019,22500,0.16,20600,1040,4910,Air filter replaced,,,5075,4,Good condition
314,Mercedes-Benz,Altima,2022,A0NW146FYPV62967,MXT870,Yellow,5/14/2017,2/17/2019,630,Active,5598,6/19/2024,6685,POLICY194,6/2/2017,4/16/2018,2/15/2019,28300,0.28,15800,1480,2350,Transmission serviced,,heated seats,1466,1,
315,Nissan,Civic,2018,N8JN528TUDZ57089,UEI217,Yellow,6/11/2022,8/23/2022,350,Pending,3866,11/7/2024,131,POLICY166,3/25/2019,3/3/2019,1/8/2017,23600,0.18,17200,1050,4900,,,Sunroof,9356,2,
316,BMW,Altima,2023,D9EH496RFCB58815,OWR632,White,4/19/2020,5/16/2023,620,Active,184,2/4/2024,2863,POLICY557,7/18/2022,11/7/2021,11/24/2019,21100,0.1,20100,1090,1980,Transmission serviced,Replaced tail light,tinted windows,6870,4,
317,BMW,A4,2017,Y2RJ421JBDB69337,FSN829,Red,10/8/2019,8/1/2020,470,Active,7776,3/30/2024,1192,POLICY175,9/29/2020,12/11/2022,5/3/2019,19700,0.26,18300,1290,3470,New tires installed,,blind spot monitor,4096,2,
318,Tesla,A4,2017,E2RR269ZSMV05959,JQI417,Gray,2/3/2023,3/9/2023,260,Active,6202,5/28/2024,1584,POLICY632,9/17/2018,2/14/2020,5/14/2020,21800,0.24,18700,1430,690,Brake system serviced,Replaced tail light,Premium sound system,5487,2,
319,Ford,C-Class,2020,H1NA169KYDD34530,VEH686,Green,2/9/2023,9/25/2023,750,Pending,3663,12/6/2024,3759,POLICY282,1/23/2023,12/8/2022,9/19/2021,24400,0.13,14800,820,2430,Routine maintenance,,,2859,4,
320,Volkswagen,Silverado,2023,Y4AJ902FENJ37221,JGW372,White,5/8/2019,8/4/2020,710,Pending,3905,11/6/2024,6224,POLICY469,3/9/2018,10/23/2017,7/25/2021,29200,0.22,19600,990,3600,Oil change,,roof rack,6873,1,Regular maintenance required
321,Mercedes-Benz,Golf,2017,G5JX340PYDP77080,QXU072,Orange,3/9/2021,4/17/2022,490,Ended,4378,1/31/2024,761,POLICY562,2/21/2020,9/10/2018,10/1/2019,24100,0.14,22200,990,1900,Brake system serviced,Front bumper repainted,,5490,1,handle with care
322,Volkswagen,Silverado,2017,E0KA776EHHB24666,KPU624,Silver,9/24/2018,2/11/2021,700,Active,1342,3/26/2024,5631,POLICY316,9/1/2021,2/21/2022,11/11/2020,19900,0.24,11800,410,2830,Full inspection completed,,Sunroof,2850,5,Check engine light reported
323,Nissan,Altima,2019,Z9EV153JBSC59960,AMO521,Black,1/1/2018,3/21/2021,380,Ended,7799,12/24/2024,8404,POLICY341,7/19/2019,7/18/2020,9/26/2019,22500,0.12,18000,760,1280,Routine maintenance,,,1065,1,Check engine light reported
324,Toyota,C-Class,2023,M1XU546ZBNM29931,UNS889,Purple,3/10/2022,8/14/2022,440,Pending,341,4/6/2024,3648,POLICY366,1/30/2020,8/19/2022,4/12/2019,20900,0.17,11200,260,2700,Transmission serviced,,,7605,4,handle with care
325,BMW,Civic,2020,F2XN024FELS38281,GOQ620,White,6/8/2018,12/4/2023,540,Ended,3861,11/3/2024,4274,POLICY208,6/11/2023,3/1/2021,9/22/2022,21500,0.19,17500,1090,1230,Battery replacement,,Premium sound system,6400,5,Suitable for colder regions
326,Tesla,F-150,2017,W4PR817MULD88103,DAW368,Black,8/8/2022,8/15/2022,760,Active,9097,12/6/2024,4369,POLICY723,2/12/2019,2/16/2022,5/29/2023,26800,0.29,11600,870,4540,Brake system serviced,,blind spot monitor,7382,5,
327,Chevrolet,A4,2022,K7AX630JCGT37613,EZW716,Black,3/1/2018,6/9/2021,250,Active,8299,12/17/2024,4801,POLICY578,8/13/2017,4/22/2022,9/6/2019,19400,0.15,18200,1030,1920,,,alloy wheels,8282,5,
328,Chevrolet,F-150,2021,K5VH177JUSD22210,YMK870,Blue,1/25/2022,9/19/2022,760,Ended,4033,3/27/2024,7624,POLICY303,11/26/2017,4/27/2017,7/26/2018,24900,0.11,14800,1310,2190,Battery replacement,,Heated seats,1425,3,
329,Volkswagen,F-150,2022,V2CK654MFFA35451,YFL682,Blue,5/17/2020,4/1/2022,510,Pending,3655,10/12/2024,5810,POLICY798,10/18/2022,8/12/2023,5/6/2019,15800,0.18,10400,1360,4190,,,blind spot monitor,3671,2,
330,Toyota,F-150,2019,R7UJ094YBXE18122,THA887,Green,11/30/2020,3/29/2023,400,Pending,4821,2/17/2024,6424,POLICY018,3/20/2019,8/31/2018,6/18/2021,23900,0.16,21100,470,1750,Full inspection completed,,Premium sound system,6085,5,Good condition
331,Nissan,3 Series,2018,B8XP287MVYC88819,ZFH441,Red,7/1/2022,10/3/2023,680,Pending,2670,5/10/2024,3900,POLICY247,9/22/2018,11/24/2023,3/24/2017,22100,0.22,18800,690,4470,Oil change,Front windshield replaced,heated seats,7582,2,Due for next service soon
332,Mercedes-Benz,Altima,2019,X3TN967UGMX98471,KSL315,Yellow,12/21/2021,12/27/2023,530,Ended,726,8/30/2024,5943,POLICY352,10/3/2018,4/13/2019,4/13/2021,24300,0.28,12600,1400,2430,Suspension checked,,heated seats,3799,2,
333,Nissan,Model S,2023,R8HY491SEVG03047,VYP285,Gray,7/21/2018,5/17/2022,350,Ended,5922,8/27/2024,3189,POLICY811,11/13/2020,7/3/2019,4/7/2021,19100,0.14,14700,800,2320,Full inspection completed,,Sunroof,3737,1,
334,Audi,Altima,2021,X4ZP086EZDZ77834,XIE119,Blue,10/28/2022,6/14/2023,540,Pending,2039,6/7/2024,6068,POLICY131,1/1/2023,11/26/2018,7/27/2020,25100,0.12,22600,1160,3770,Oil change,,Leather seats,6409,3,
335,Ford,Silverado,2018,G8CU331STHG99061,ZDE753,Silver,6/28/2020,10/20/2021,340,Ended,227,12/27/2024,5714,POLICY178,1/7/2018,5/25/2022,9/15/2017,24800,0.13,15000,1480,1880,Tire rotation,Small chip in windshield,,5584,1,
336,Volkswagen,Silverado,2019,B7FZ519FDNW51152,TUW022,Gray,4/17/2022,4/17/2023,480,Ended,5012,8/24/2024,3721,POLICY700,2/10/2020,12/18/2017,7/7/2023,29200,0.25,17000,330,4470,Oil change,Rear bumper replaced,,5844,2,
337,Tesla,C-Class,2022,G8BA989DGFB60849,GVY118,Silver,1/9/2017,4/4/2020,380,Ended,9691,6/23/2024,8757,POLICY318,3/10/2019,12/1/2021,5/18/2017,19800,0.23,13300,500,1200,,Windshield chip repair,Heated seats,1070,4,Lease extension possible
338,Chevrolet,Golf,2023,S7HL856HPSP45004,YPE060,Red,4/29/2022,10/17/2022,610,Ended,2898,2/24/2024,2777,POLICY713,5/19/2022,1/3/2019,3/17/2020,17000,0.13,14000,370,3620,Full inspection completed,,Premium sound system,3350,1,Suitable for colder regions
339,Mercedes-Benz,3 Series,2018,M4GP264ELGS73963,ZDA352,Green,12/6/2021,4/16/2023,690,Active,2192,3/25/2024,8628,POLICY761,8/17/2020,1/25/2019,7/29/2017,19100,0.1,17700,1190,3210,Brake system serviced,Front windshield replaced,,3249,1,
340,Ford,Corolla,2022,B0HS847HREA38912,JAX752,Green,10/2/2018,6/19/2020,280,Active,1989,3/26/2024,2489,POLICY467,6/8/2019,9/24/2019,12/11/2022,25800,0.24,23300,870,980,New tires installed,,,7330,4,Good condition
341,Volkswagen,F-150,2023,A5NN766SWRM79593,BUD207,Blue,10/28/2022,6/10/2023,300,Ended,3601,11/25/2024,4440,POLICY953,2/8/2018,9/30/2018,6/12/2022,25000,0.13,24400,760,840,Brake pads,,,3527,1,
342,Ford,A4,2019,R7TB476ACGU58167,OVC571,White,10/10/2022,7/13/2023,400,Pending,2497,4/8/2024,5442,POLICY639,12/28/2018,6/2/2023,8/19/2021,22600,0.13,20000,390,620,Brake system serviced,,Hybrid model,2944,5,
343,Volkswagen,Corolla,2019,A5DS200YWEF98969,NNF114,Silver,9/28/2022,1/16/2023,500,Ended,6670,7/9/2024,4269,POLICY209,2/2/2017,2/11/2020,8/24/2022,20800,0.29,20000,590,1910,Routine maintenance,,blind spot monitor,3646,1,Regular maintenance required
344,Ford,C-Class,2022,L1JS282APGZ77853,KBJ037,White,4/29/2019,2/13/2020,300,Ended,2403,10/12/2024,2339,POLICY914,11/20/2023,6/27/2020,3/10/2021,22700,0.21,13800,280,4490,,Rear bumper replaced,roof rack,4118,5,Due for next service soon
345,Toyota,Model S,2019,T6XZ805TVUJ55089,XPS338,Yellow,1/13/2019,11/5/2021,510,Pending,5050,9/10/2024,3325,POLICY424,10/12/2018,5/10/2021,7/4/2022,18600,0.13,10200,700,2110,,,Heated seats,2420,3,
346,Audi,C-Class,2019,F0CR994BKYM19942,ZCU908,Purple,3/11/2021,12/15/2021,680,Ended,1434,6/6/2024,5203,POLICY669,12/20/2021,1/1/2023,9/13/2021,23000,0.18,18800,960,960,Tire rotation,,,6189,3,
347,Nissan,Golf,2021,C7NG120XSUP11610,MGK621,Gray,1/22/2023,12/28/2023,420,Ended,4552,7/13/2024,6179,POLICY867,6/2/2023,10/20/2017,10/30/2017,16500,0.24,14500,1040,4910,Brake system serviced,,Heated seats,5474,1,Good condition
348,Chevrolet,Civic,2020,L9AD494DENL41785,MJP971,Red,2/9/2019,9/12/2019,530,Ended,2731,10/16/2024,488,POLICY605,7/17/2018,2/9/2023,4/30/2020,27500,0.18,18500,230,1620,,,heated seats,9419,5,
349,Chevrolet,A4,2017,C7TS458HAFN56453,WPZ242,Purple,7/13/2021,12/18/2023,270,Ended,6062,9/25/2024,8247,POLICY366,9/5/2023,6/11/2023,5/7/2018,17000,0.22,15100,1040,3940,,Dent on rear quarter panel,Premium sound system,3091,3,
350,Nissan,Model S,2020,Z7ED497VSXV28429,AZA113,White,6/9/2021,2/11/2022,690,Active,8098,3/29/2024,6347,POLICY405,2/16/2021,4/8/2022,1/13/2017,28600,0.24,16100,910,770,,,All-wheel drive,5743,3,Check engine light reported
351,Honda,F-150,2020,N2HF949DGNR29709,HNG948,Blue,8/6/2020,10/5/2022,640,Active,5857,11/12/2024,7322,POLICY675,12/13/2019,4/16/2017,1/25/2018,28800,0.27,10100,660,2030,Brake system serviced,,tinted windows,6993,2,
352,BMW,Silverado,2020,G5CU087FUCP00253,VEA604,Orange,7/13/2022,7/18/2022,500,Pending,4885,12/27/2024,8041,POLICY484,7/3/2020,7/12/2020,5/6/2021,17600,0.21,11500,1150,3970,Full inspection completed,,Safety package,1993,1,Suitable for colder regions
353,Toyota,F-150,2022,C9JX779WTEY59887,CTQ613,Black,3/6/2023,12/28/2023,510,Pending,1821,7/18/2024,8496,POLICY127,1/22/2017,2/14/2020,6/3/2020,23700,0.16,10400,1450,3600,,Minor scratch on door,,2054,1,
354,Chevrolet,C-Class,2021,T8WX606KNJF31432,EPR286,Purple,7/10/2017,6/19/2023,790,Pending,524,10/3/2024,8233,POLICY492,2/6/2021,2/14/2019,9/15/2023,18500,0.15,14800,650,3740,New tires installed,,backup camera,4006,4,
355,Honda,3 Series,2022,R0BU463EHDD19403,OGI239,Green,6/13/2017,6/1/2022,530,Pending,2863,2/2/2024,7498,POLICY816,11/10/2017,3/20/2022,3/6/2017,23400,0.2,15500,200,3310,Transmission serviced,,GPS navigation,8247,3,Good condition
356,Mercedes-Benz,Golf,2019,P0BR499ARBP79831,BDE191,Yellow,3/20/2023,10/9/2023,660,Active,3403,9/20/2024,5492,POLICY126,4/27/2022,12/4/2018,1/10/2022,28400,0.27,20300,1490,1830,Suspension checked,,All-wheel drive,1915,5,New addition to fleet
357,BMW,Golf,2023,U1WC886ZEAG58994,QMZ223,Black,5/2/2023,5/25/2023,610,Ended,2172,10/15/2024,1742,POLICY155,6/19/2023,5/17/2021,7/5/2017,25800,0.2,12800,1360,640,AC system overhaul,,,8435,3,
358,Volkswagen,3 Series,2020,W3VK610FTWC63791,WGZ890,Yellow,11/11/2018,10/16/2021,310,Ended,1591,4/27/2024,8120,POLICY647,12/25/2018,5/1/2023,10/23/2017,16800,0.29,12000,1030,3360,,Minor scratch on door,Safety package,2928,5,
359,Honda,Model S,2021,T8NX504VFZR21942,SPO711,Gray,6/29/2023,9/24/2023,740,Ended,5955,11/7/2024,8004,POLICY844,11/9/2017,6/17/2018,11/7/2023,25300,0.11,22900,1180,4170,Brake pads,,keyless entry,9286,1,
360,BMW,Civic,2020,J1UH498FYWK86716,SBI671,Orange,10/2/2022,1/6/2023,640,Active,6584,7/4/2024,6308,POLICY619,3/31/2020,11/4/2021,7/15/2017,17700,0.29,11200,240,1300,,Front windshield replaced,All-wheel drive,4396,4,
361,Honda,Model S,2022,C9TF342THET60798,GAC695,Blue,4/20/2023,8/16/2023,790,Active,6212,3/21/2024,6835,POLICY293,3/23/2018,7/9/2019,6/10/2017,24300,0.27,21600,1390,520,Air filter replaced,Replaced tail light,Leather seats,5281,4,
362,BMW,Golf,2018,T5YL079ZCVK50406,XIZ048,Yellow,10/4/2018,12/17/2023,690,Pending,5035,5/3/2024,7497,POLICY107,7/14/2017,9/9/2022,1/4/2020,18700,0.18,15000,550,3750,Oil change,Small chip in windshield,navigation system,2922,4,Lease extension possible
363,Honda,Silverado,2022,G7WB946HMDJ71454,SZZ460,Orange,9/23/2017,3/30/2023,660,Pending,2264,9/20/2024,1362,POLICY053,12/20/2021,3/13/2021,4/15/2021,28500,0.18,26200,670,3040,AC system overhaul,,blind spot monitor,9870,4,Good condition
364,Nissan,3 Series,2020,W2XP491LNTR74202,MZN514,Orange,3/24/2021,5/11/2023,620,Ended,447,11/17/2024,4894,POLICY927,6/23/2017,10/13/2019,11/6/2023,19700,0.14,15600,1470,1660,,,Upgraded audio system,5653,4,Suitable for colder regions
365,Mercedes-Benz,F-150,2020,N3XK424DHED92684,ZQB783,Red,6/6/2018,5/20/2019,330,Active,7454,3/9/2024,820,POLICY346,1/2/2019,1/14/2018,4/28/2018,26300,0.17,25000,330,3540,Transmission serviced,,,8599,2,
366,Toyota,Golf,2022,J9MH325RASL66555,WYS010,Gray,8/6/2020,3/16/2022,400,Active,8025,6/20/2024,3444,POLICY630,1/3/2020,10/3/2019,5/16/2019,25500,0.22,12000,340,890,AC system overhaul,,backup camera,1596,1,
367,BMW,Silverado,2019,H5CX032XWUK04313,DDH331,Purple,9/20/2021,3/1/2023,550,Pending,5253,10/17/2024,3362,POLICY170,6/26/2022,5/20/2017,5/29/2020,17400,0.24,15000,1140,4940,Suspension checked,,,4145,1,handle with care
368,Nissan,Golf,2022,M1AC781EEDF75436,TEN234,Silver,11/18/2022,3/1/2023,350,Pending,4637,8/18/2024,8773,POLICY106,2/16/2023,10/11/2019,6/19/2023,17900,0.24,16400,520,3180,,Front windshield replaced,,5243,2,New addition to fleet
369,BMW,Corolla,2018,V8LN823YRRM57646,WLY416,Purple,5/29/2019,6/15/2020,580,Ended,2879,10/23/2024,6802,POLICY562,5/22/2019,12/10/2023,4/12/2018,20200,0.23,15000,1470,1710,Air filter replaced,Small chip in windshield,backup camera,6985,2,
370,Toyota,Model S,2023,P7FC507GZXH67130,QHX903,White,1/11/2020,5/31/2021,250,Pending,604,8/8/2024,893,POLICY723,7/9/2021,3/22/2019,8/24/2018,23500,0.27,18900,670,3770,Routine maintenance,Dent on rear quarter panel,All-wheel drive,2273,2,New addition to fleet
371,Audi,Corolla,2019,D4WT041SECA03726,QDA607,Blue,7/1/2018,9/30/2021,310,Active,4583,2/5/2024,4342,POLICY062,3/20/2022,4/26/2023,3/8/2019,21400,0.28,13900,1070,600,Full inspection completed,Rear bumper replaced,,6252,4,
372,Honda,Corolla,2020,Z0LG708EEZA81596,UYE002,Blue,8/23/2017,10/11/2017,660,Ended,8672,7/13/2024,8007,POLICY965,1/7/2023,8/26/2019,7/26/2021,16000,0.26,15700,230,1360,Oil change,,Leather seats,1389,4,
373,Audi,Silverado,2022,H9GP257TWTN02666,ASW221,Black,5/9/2021,6/19/2021,340,Active,3424,8/10/2024,4256,POLICY150,8/2/2019,2/18/2018,7/21/2022,15600,0.18,13000,1080,2770,,,backup camera,2131,4,Premium client
374,Audi,A4,2018,H6KX561CNHE34466,XXH181,Yellow,8/3/2021,9/4/2022,530,Active,3833,4/11/2024,2399,POLICY415,4/15/2022,1/23/2020,1/9/2020,15200,0.27,12900,220,1230,,Minor scratch on door,All-wheel drive,7207,2,Due for next service soon
375,Volkswagen,Altima,2020,X2YJ184LVYB69039,EEC212,Orange,9/30/2022,1/18/2023,560,Ended,4910,8/12/2024,7186,POLICY006,1/11/2023,11/24/2019,7/19/2023,27600,0.1,21800,1090,4970,Brake pads,,keyless entry,6101,3,Good condition
376,Volkswagen,Silverado,2019,F1SA669AJWB30518,BQR850,White,9/24/2021,5/6/2022,600,Active,5394,7/15/2024,6681,POLICY908,5/20/2019,8/27/2020,5/15/2017,16500,0.25,10900,1190,2010,,,Heated seats,9244,5,
377,Ford,Altima,2022,R1GT716KSMR43694,DTK153,Black,10/13/2023,12/1/2023,310,Ended,5631,7/30/2024,2191,POLICY886,3/13/2022,10/16/2019,10/27/2021,18800,0.16,18700,1100,3760,,,,7726,1,Good condition
378,Audi,3 Series,2019,Z7GL095MRCW89009,WUY134,Black,9/19/2022,3/26/2023,540,Active,1800,4/28/2024,7230,POLICY646,6/20/2018,1/2/2020,5/16/2018,23800,0.13,15700,310,3590,Full inspection completed,Replaced tail light,GPS navigation,2105,5,Premium client
379,BMW,Silverado,2022,Y7DS083ZNHF17559,YBW601,Gray,12/11/2018,3/24/2023,520,Pending,1165,7/2/2024,9807,POLICY793,3/10/2019,6/1/2019,3/20/2018,15300,0.3,10100,1290,2830,,Minor scratch on door,,8907,1,
380,Mercedes-Benz,Corolla,2021,K8NY467LMYM95041,RFD997,Blue,2/16/2019,8/18/2022,640,Ended,1017,7/18/2024,733,POLICY370,6/1/2017,10/25/2023,2/16/2020,24400,0.25,22700,750,2640,New tires installed,Rear bumper replaced,alloy wheels,7817,4,Good condition
381,Honda,F-150,2023,A4MK145MJUU32263,YRR922,Red,4/26/2018,7/1/2021,340,Active,239,11/19/2024,2923,POLICY712,1/13/2021,10/15/2017,3/27/2021,20100,0.17,10800,250,1500,AC system overhaul,,,7614,1,
382,Chevrolet,F-150,2021,C2BY334LANH12969,AWZ776,Yellow,9/30/2021,10/8/2023,630,Ended,5339,10/5/2024,9606,POLICY751,2/12/2023,10/3/2019,12/7/2022,23800,0.23,15000,380,1680,,Replaced tail light,heated seats,4321,3,Lease extension possible
383,Honda,F-150,2023,R6NU716FWBF26142,BWH866,Yellow,12/3/2017,10/10/2022,330,Ended,8867,12/18/2024,8645,POLICY040,3/16/2018,1/6/2020,12/27/2022,26100,0.11,21600,200,1910,,Rear bumper replaced,Sunroof,5067,3,
384,Ford,A4,2020,H2MH795SHCK18339,JXI891,White,4/17/2018,6/7/2020,520,Ended,9337,6/13/2024,1415,POLICY989,9/22/2018,11/14/2022,3/25/2023,21200,0.18,15600,300,4950,Brake pads,,,8089,3,Multiple lessees
385,Mercedes-Benz,Silverado,2021,W4UY308LKLE57265,PTE813,Red,1/20/2022,8/4/2023,590,Ended,8729,12/12/2024,9344,POLICY621,1/5/2022,4/6/2020,1/17/2020,15100,0.19,13800,1490,4380,Suspension checked,,alloy wheels,2375,5,
386,Honda,3 Series,2019,H1MU435RECA23989,FWJ449,Orange,7/19/2019,7/7/2023,650,Pending,6446,10/12/2024,2522,POLICY862,8/10/2021,1/8/2021,8/7/2017,25100,0.13,15900,630,1830,,,,1424,3,
387,BMW,Corolla,2022,M2JY959ERFJ70483,QTI999,Orange,2/1/2023,3/2/2023,440,Ended,7325,7/12/2024,1765,POLICY935,6/30/2023,5/14/2023,7/3/2022,26800,0.19,10800,260,3910,Transmission serviced,,Sport package,2984,3,
388,Chevrolet,Silverado,2023,R8FE989BEGP86820,PVH301,Yellow,4/21/2017,5/9/2018,710,Ended,4260,11/23/2024,159,POLICY801,11/30/2023,7/18/2023,7/28/2018,23500,0.25,14800,1360,4760,Oil change,,Upgraded audio system,6728,1,
389,Ford,Corolla,2020,C8MY042VNVM36364,VQM702,Gray,7/19/2019,11/2/2020,660,Pending,7747,1/31/2024,4557,POLICY462,6/27/2020,11/4/2022,1/5/2020,17100,0.27,14200,710,1800,New tires installed,,roof rack,2720,2,
390,Toyota,Altima,2018,H6FT368CYJV07293,IGN608,Yellow,7/30/2018,12/25/2022,390,Active,1102,6/12/2024,423,POLICY507,1/10/2023,8/29/2019,6/5/2019,27200,0.27,26700,1100,4360,,,navigation system,5090,2,Premium client
391,Honda,A4,2023,A7HX740LWSS21426,NSQ143,Yellow,12/22/2022,3/16/2023,660,Active,6316,4/3/2024,7282,POLICY855,11/11/2021,10/24/2018,7/30/2018,23800,0.22,10600,1360,4900,Transmission serviced,,,1195,2,
392,Honda,C-Class,2022,D5CS553WUEA18739,BIK155,Gray,12/19/2017,1/2/2021,510,Active,4733,5/2/2024,5976,POLICY725,1/13/2021,11/14/2023,7/3/2020,26100,0.24,11300,950,4730,Brake system serviced,Front windshield replaced,,9421,2,
393,Mercedes-Benz,Civic,2020,R0KP584ACFF55389,FEX030,Silver,7/19/2023,8/5/2023,450,Pending,4798,3/2/2024,4565,POLICY989,12/31/2018,5/28/2022,3/26/2017,19900,0.21,18500,1150,3600,,,navigation system,4314,1,
394,Chevrolet,Model S,2018,C1GV632XDAD75446,HIY642,Purple,10/31/2020,11/26/2021,640,Ended,1547,11/23/2024,6732,POLICY101,6/10/2019,7/19/2020,12/1/2022,17400,0.28,13800,630,3310,,,,3513,3,Good condition
395,Nissan,Silverado,2023,G2BY415YVLF90123,XBL120,Red,6/11/2022,10/3/2022,730,Ended,7146,5/1/2024,3586,POLICY519,7/17/2021,4/25/2022,3/22/2023,22400,0.13,17000,440,4900,Transmission serviced,,,6313,4,Good condition
396,Toyota,Civic,2020,Y3PB218ZERL98154,PWN277,Purple,12/18/2023,12/31/2023,260,Active,5443,6/9/2024,1665,POLICY934,12/15/2022,10/3/2023,6/3/2019,25100,0.19,10800,1330,3110,Oil change,,heated seats,4301,1,
397,Toyota,Corolla,2021,R8MC936VPKH72771,ZPS996,Gray,9/18/2021,1/14/2022,250,Pending,2475,10/24/2024,210,POLICY650,1/13/2022,2/19/2021,7/11/2018,21100,0.1,19400,1300,2880,Routine maintenance,Minor dents from hail,,4642,3,
398,Ford,Civic,2022,A5JF008MSZD44353,MYE051,Red,11/29/2021,12/26/2021,630,Pending,5073,3/22/2024,5753,POLICY808,1/24/2021,6/18/2021,5/2/2023,28500,0.15,14100,530,4920,,Minor scratch on door,navigation system,5379,3,
399,Chevrolet,Model S,2021,G9PJ260DFVP96862,ZMR610,Green,11/28/2021,8/4/2023,470,Ended,9856,5/21/2024,6658,POLICY880,5/22/2020,7/7/2018,11/12/2020,16200,0.26,11000,1180,940,Tire rotation,,,1158,4,Due for next service soon
400,BMW,Silverado,2023,E4XC010JXRB12343,IKD154,Red,6/5/2023,7/8/2023,440,Active,12,5/28/2024,7388,POLICY391,8/12/2023,2/3/2022,6/12/2019,17700,0.22,12000,1110,3980,Battery replacement,,backup camera,3919,4,
401,BMW,Golf,2017,W9XS257LJZS01943,UVL576,Red,6/5/2017,12/6/2019,670,Ended,7603,7/22/2024,8854,POLICY100,3/21/2017,10/6/2021,5/14/2017,20600,0.25,16800,1270,3860,Oil change,Dent on rear quarter panel,alloy wheels,6612,4,Premium client
402,Ford,A4,2022,H2KS355LERE88635,WQR088,Blue,9/30/2021,9/12/2022,410,Ended,8295,12/20/2024,2127,POLICY108,10/25/2019,4/27/2017,6/6/2017,15800,0.11,11200,1160,2210,Air filter replaced,Dent on rear quarter panel,alloy wheels,2504,5,
403,Honda,C-Class,2022,B1YP828HLSF32344,NKE571,Green,1/3/2023,6/12/2023,440,Ended,6923,4/1/2024,130,POLICY422,11/19/2023,12/3/2023,6/23/2023,22200,0.22,14300,1500,4500,,,blind spot monitor,9178,5,
404,Nissan,C-Class,2019,K7ND128CTYY37422,JOS964,Yellow,5/19/2023,8/26/2023,330,Ended,2550,9/19/2024,9242,POLICY064,5/15/2022,11/22/2021,4/26/2023,17800,0.21,16300,440,2420,,,All-wheel drive,7785,3,Lease extension possible
405,Tesla,Model S,2017,Z5YW475AURH34242,LFG039,White,10/3/2017,10/4/2019,460,Pending,1479,7/24/2024,565,POLICY305,5/11/2018,6/26/2019,8/5/2021,29700,0.28,14300,1080,4840,Oil change,,Sunroof,7168,3,handle with care
406,Mercedes-Benz,Altima,2020,W9DY882LWRC99735,QDA420,Yellow,1/27/2020,2/26/2021,620,Pending,6937,5/3/2024,3596,POLICY599,8/8/2019,3/14/2018,1/28/2020,16700,0.19,13700,580,2660,Tire rotation,,,7172,1,
407,Ford,F-150,2017,U0YD391EZAT08992,PFK864,Yellow,9/12/2018,12/31/2019,570,Ended,8673,10/23/2024,9218,POLICY859,4/20/2021,12/6/2019,3/31/2023,22500,0.26,16500,1390,2570,New tires installed,Front windshield replaced,Heated seats,7074,5,Lease extension possible
408,Nissan,Golf,2019,E7CF790MSYB70193,GFM466,Yellow,11/27/2021,8/2/2023,500,Ended,1750,4/27/2024,8027,POLICY999,2/25/2023,12/28/2021,9/12/2017,24900,0.11,13300,470,2630,AC system overhaul,,Premium sound system,5342,5,
409,Honda,Model S,2021,R3HZ632GEAU05176,BXC407,Green,5/31/2022,6/13/2023,590,Active,4391,9/29/2024,3916,POLICY260,10/14/2022,4/26/2022,7/28/2017,26600,0.1,20300,420,3880,Oil change,,Upgraded audio system,8342,1,Check engine light reported
410,Volkswagen,Corolla,2017,F7ZT149NUWJ66853,KBA232,Yellow,2/14/2021,12/19/2022,260,Pending,8706,3/14/2024,9331,POLICY045,10/30/2022,5/24/2023,6/29/2017,23700,0.15,11200,670,4430,,,blind spot monitor,5255,2,
411,BMW,Corolla,2020,A9RX413JRHG93504,LEW016,Orange,6/11/2021,5/8/2023,600,Active,787,9/15/2024,8793,POLICY374,1/11/2017,12/2/2022,8/1/2020,19000,0.15,13900,1070,1350,New tires installed,,Safety package,3122,3,
412,Ford,3 Series,2017,P3ZL285KBNE59451,MJX579,Blue,2/21/2020,12/3/2021,250,Active,8412,9/21/2024,6214,POLICY454,11/29/2023,1/26/2022,6/27/2021,18500,0.25,10600,1280,740,Suspension checked,,blind spot monitor,8794,4,Suitable for colder regions
